DWA_ID,step_order,action_description,cluster_id,intelligence_type_A,confidence_A,conf_A_LLM,conf_A_Multimodal_Perception,conf_A_Embodied,conf_A_Human_Bound
4.A.2.b.4.I03.D05,8,"Draft a comprehensive policy document outlining all procedures, guidelines, and requirements for the collection's management and access.",-1,LLM,0.9204,0.9204,0.0088,0.0237,0.0471
4.A.2.b.4.I03.D05,9,"Review the draft policy with stakeholders to incorporate feedback, ensure practicality, and address any concerns.",29,LLM,0.6796,0.6796,0.03,0.0163,0.2741
4.A.2.b.4.I03.D05,10,"Finalize the policy document, including approval signatures and a distribution plan for relevant staff, volunteers, and records.",29,LLM,0.7403,0.7403,0.0218,0.0742,0.1637
4.A.2.b.4.I03.D05,11,"Present the final policy to the governing body or board for approval and implementation, and deliver a copy to the records department for safekeeping.",29,LLM,0.4452,0.4452,0.0569,0.1833,0.3146
4.A.2.b.4.I03.D05,12,"Monitor and evaluate the effectiveness of the policies and procedures, gathering feedback from stakeholders and making revisions as needed.",29,LLM,0.7415,0.7415,0.1177,0.0166,0.1242
4.A.4.a.2.I09.D03,1,Review existing technical documentation and project requirements.,32,LLM,0.7968,0.7968,0.1387,0.0158,0.0486
4.A.4.a.2.I09.D03,2,Schedule a meeting with all relevant technical personnel.,-1,LLM,0.6098,0.6098,0.0674,0.0952,0.2276
4.A.4.a.2.I09.D03,3,Present initial design concepts and ideas during the meeting.,-1,LLM,0.4485,0.4485,0.0875,0.1107,0.3533
4.A.4.a.2.I09.D03,4,Discuss and address technical concerns and feedback from the team.,31,Human_Bound,0.5295,0.3487,0.0994,0.0224,0.5295
4.A.4.a.2.I09.D03,5,"Identify and document technical dependencies, interfaces, and assumptions.",32,LLM,0.7089,0.7089,0.1938,0.0257,0.0716
4.A.4.a.2.I09.D03,6,Collaboratively refine the design to address identified issues and incorporate feedback.,-1,LLM,0.5013,0.5013,0.127,0.0678,0.304
4.A.4.a.2.I09.D03,7,Draft detailed design specifications and operational plans.,-1,LLM,0.7741,0.7741,0.0555,0.0734,0.097
4.A.4.a.2.I09.D03,8,"Review the draft with the team to ensure completeness, accuracy, and compliance with relevant codes and standards.",14,LLM,0.7556,0.7556,0.082,0.0364,0.1259
4.A.4.a.2.I09.D03,9,Finalize the design document and operational plan.,-1,LLM,0.7428,0.7428,0.0478,0.0886,0.1208
4.A.4.a.2.I09.D03,10,Deliver the finalized design document and operational plan to the project manager and relevant stakeholders.,29,LLM,0.6775,0.6775,0.0233,0.0733,0.2259
4.A.3.a.3.I06.D10,1,"Receive the photographic material (film, digital file, or USB drive) from the client and confirm the requirements.",-1,LLM,0.3469,0.3469,0.1396,0.1894,0.3241
4.A.3.a.3.I06.D10,2,"Navigate to the appropriate workstation or equipment (darkroom, minilab, or computer) and prepare the necessary chemicals or materials.",6,Embodied,0.5081,0.196,0.2371,0.5081,0.0589
4.A.3.a.3.I06.D10,3,"Load the photographic material into the appropriate device (film onto development reel, digital file into minilab software, or USB drive into computer).",-1,Embodied,0.5801,0.1476,0.2099,0.5801,0.0624
4.A.3.a.3.I06.D10,4,"Perform any necessary diagnostic checks or adjustments, such as measuring and mixing chemicals, reviewing images, or setting print parameters.",-1,Multimodal_Perception,0.5758,0.2651,0.5758,0.0602,0.0988
4.A.3.a.3.I06.D10,5,"Initiate the development or printing process, ensuring the equipment is functioning correctly and producing consistent results.",-1,Multimodal_Perception,0.3744,0.2385,0.3744,0.3024,0.0846
4.A.3.a.3.I06.D10,6,"Monitor the ongoing process, checking for any errors, paper jams, or deviations from the expected outcome.",-1,Multimodal_Perception,0.6587,0.2789,0.6587,0.0274,0.035
4.A.3.a.3.I06.D10,7,"Retrieve the developed or printed material from the equipment and inspect it for quality, ensuring it meets the client's requirements.",-1,Multimodal_Perception,0.5408,0.2786,0.5408,0.0932,0.0874
4.A.3.a.3.I06.D10,8,"Package the final product securely, ensuring it is protected from damage during transport or storage.",28,Embodied,0.6862,0.0943,0.1194,0.6862,0.1001
4.A.3.a.3.I06.D10,9,"Deliver the final product to the client, confirming their satisfaction and addressing any concerns or questions they may have.",-1,Human_Bound,0.6394,0.1883,0.0481,0.1241,0.6394
4.A.2.b.2.I08.D02,1,"Review site history documents, aerial imagery, and existing environmental data to understand past land use, potential contaminant types, and current conditions.",19,LLM,0.7365,0.7365,0.1948,0.0227,0.046
4.A.2.b.2.I08.D02,2,"Conduct a site visit to assess the physical layout, observe environmental conditions, and identify areas of contamination.",19,Multimodal_Perception,0.5515,0.3239,0.5515,0.0654,0.0592
4.A.2.b.2.I08.D02,3,"Collect soil, water, and other relevant samples from various points on the site for laboratory analysis.",19,LLM,0.4185,0.4185,0.3131,0.1927,0.0756
4.A.2.b.2.I08.D02,4,"Analyze collected samples in a laboratory setting to identify specific contaminants, their concentrations, and potential risks.",6,LLM,0.5456,0.5456,0.2899,0.0626,0.1019
4.A.2.b.2.I08.D02,5,Research and evaluate various remediation technologies suitable for the specific contaminants and site conditions.,13,LLM,0.5978,0.5978,0.1758,0.0858,0.1406
4.A.2.b.2.I08.D02,6,"Develop a conceptual design for the remediation project, including options for treatment technologies, engineering systems, and a preliminary timeline.",13,LLM,0.7365,0.7365,0.0607,0.0623,0.1405
4.A.2.b.2.I08.D02,7,"Evaluate the technical and economic feasibility of different remediation options, including cost-benefit analyses and sensitivity analyses.",13,LLM,0.5802,0.5802,0.1511,0.0616,0.2071
4.A.2.b.2.I08.D02,8,"Obtain necessary permits and approvals from regulatory authorities, including environmental impact assessments and risk assessments.",-1,LLM,0.5671,0.5671,0.1039,0.1692,0.1599
4.A.2.b.2.I08.D02,9,"Develop a detailed remediation plan, including timelines, budgets, resource allocation, and a monitoring and maintenance plan for long-term sustainability.",-1,LLM,0.9069,0.9069,0.0304,0.0269,0.0358
4.A.2.b.2.I08.D02,10,"Finalize the remediation plan based on feedback, submit it for approval, and coordinate with stakeholders to ensure its successful implementation.",29,LLM,0.6795,0.6795,0.0542,0.0847,0.1816
4.A.4.b.3.I02.D05,1,"Review lesson plan, identifying key discussion points and learning objectives.",23,LLM,0.8339,0.8339,0.0495,0.024,0.0926
4.A.4.b.3.I02.D05,2,Prepare the learning environment: physical setup (classroom) or digital platform (online).,23,LLM,0.3345,0.3345,0.206,0.2376,0.2219
4.A.4.b.3.I02.D05,3,"Introduce the topic with a clear, engaging question to stimulate initial thought.",23,Human_Bound,0.6702,0.2062,0.0545,0.0692,0.6702
4.A.4.b.3.I02.D05,4,"Actively listen to student responses, taking notes on key points and areas needing clarification.",23,LLM,0.4843,0.4843,0.1717,0.0359,0.308
4.A.4.b.3.I02.D05,5,"Use follow-up questions to encourage deeper thinking, diverse perspectives, and student-to-student interaction.",23,Human_Bound,0.5529,0.3182,0.0682,0.0608,0.5529
4.A.4.b.3.I02.D05,6,"Summarize key discussion points, connecting them back to the broader topic and learning objectives.",23,LLM,0.8008,0.8008,0.0278,0.0336,0.1377
4.A.4.b.3.I02.D05,7,Conclude the discussion by reiterating key takeaways and assigning any follow-up activities.,22,LLM,0.6249,0.6249,0.0256,0.048,0.3015
4.A.1.a.1.I06.D04,1,Review the project list and prioritize sites based on urgency and project manager's insights.,-1,LLM,0.7655,0.7655,0.1089,0.0418,0.0838
4.A.1.a.1.I06.D04,2,Travel to the first site using GPS navigation.,10,Embodied,0.6115,0.1176,0.2191,0.6115,0.0519
4.A.1.a.1.I06.D04,3,"Visually inspect the site boundaries, noting potential hazards and key features.",19,Multimodal_Perception,0.7758,0.1557,0.7758,0.0482,0.0204
4.A.1.a.1.I06.D04,4,Use a handheld GPS device to record coordinates of key site features.,10,Multimodal_Perception,0.4945,0.2163,0.4945,0.2493,0.0399
4.A.1.a.1.I06.D04,5,Take panoramic photographs of the site from multiple angles.,19,Multimodal_Perception,0.4776,0.171,0.4776,0.2661,0.0853
4.A.1.a.1.I06.D04,6,"Collect soil samples at designated locations, labeling each with GPS coordinates.",19,Embodied,0.4695,0.3147,0.1887,0.4695,0.0272
4.A.1.a.1.I06.D04,7,"Record initial observations about the site environment (vegetation, water sources, etc.).",19,Multimodal_Perception,0.5095,0.3963,0.5095,0.0507,0.0435
4.A.1.a.1.I06.D04,8,Repeat steps 2-7 for each remaining site.,9,LLM,0.5416,0.5416,0.1774,0.2233,0.0577
4.A.1.a.1.I06.D04,9,Transfer all collected data to a secure storage device.,15,Embodied,0.5058,0.2181,0.1498,0.5058,0.1263
4.A.1.a.1.I06.D04,10,Upload data to the project server when internet access is available.,15,LLM,0.3929,0.3929,0.1868,0.2552,0.1651
4.A.2.a.4.I10.D01,1,Receive and verify the patient's sample and relevant information.,1,Human_Bound,0.5472,0.3316,0.0932,0.0279,0.5472
4.A.2.a.4.I10.D01,2,Prepare the workspace and necessary equipment.,8,Embodied,0.606,0.167,0.1704,0.606,0.0566
4.A.2.a.4.I10.D01,3,"Perform any necessary sample preparation, such as centrifugation or staining.",6,Embodied,0.3799,0.2469,0.1594,0.3799,0.2138
4.A.2.a.4.I10.D01,4,"Analyze the sample using appropriate equipment (e.g., microscope, analyzer).",6,Multimodal_Perception,0.4564,0.2329,0.4564,0.2062,0.1045
4.A.2.a.4.I10.D01,5,Examine the sample for abnormalities or deviations from normal ranges.,17,Multimodal_Perception,0.7942,0.12,0.7942,0.0195,0.0663
4.A.2.a.4.I10.D01,6,Document the findings in the patient's medical record.,1,LLM,0.5149,0.5149,0.1018,0.0131,0.3703
4.A.2.a.4.I10.D01,7,"Compare the results with the patient's previous tests, if available, to identify trends or changes.",1,Multimodal_Perception,0.4204,0.3173,0.4204,0.011,0.2514
4.A.2.a.4.I10.D01,8,Prepare a report summarizing the findings and any recommendations.,17,LLM,0.9276,0.9276,0.0149,0.0099,0.0476
4.A.2.a.4.I10.D01,9,Deliver the report to the physician or healthcare provider for further evaluation and patient management.,1,LLM,0.4507,0.4507,0.0604,0.0521,0.4368
4.A.2.a.4.I10.D01,10,"Clean and maintain the equipment, and dispose of materials according to biohazard protocols.",8,Embodied,0.3765,0.2819,0.2789,0.3765,0.0627
4.A.2.a.1.I06.D02,1,"Review the patient's medical history, recent notes, and EHR to understand their background and current status.",1,LLM,0.6001,0.6001,0.1463,0.0088,0.2448
4.A.2.a.1.I06.D02,2,"Approach the patient, introduce yourself, explain the evaluation process, and obtain consent.",1,Human_Bound,0.8284,0.1112,0.0329,0.0275,0.8284
4.A.2.a.1.I06.D02,3,Check the patient's identification to ensure it matches the EHR information.,1,Human_Bound,0.3624,0.2583,0.3379,0.0413,0.3624
4.A.2.a.1.I06.D02,4,"Measure and record the patient's vital signs: blood pressure, heart rate, respiratory rate, and temperature.",1,Multimodal_Perception,0.5526,0.2575,0.5526,0.0328,0.1571
4.A.2.a.1.I06.D02,5,"Observe the patient's general appearance, level of consciousness, and any visible signs of injury or distress.",1,Multimodal_Perception,0.651,0.0664,0.651,0.018,0.2646
4.A.2.a.1.I06.D02,6,"Ask the patient about their pain level, using a validated pain scale, and document their response.",1,Human_Bound,0.5566,0.2549,0.1515,0.037,0.5566
4.A.2.a.1.I06.D02,7,"Perform a focused physical exam, assessing relevant systems based on the patient's history and symptoms.",1,LLM,0.4154,0.4154,0.2676,0.041,0.276
4.A.2.a.1.I06.D02,8,Observe the patient performing daily tasks or range-of-motion exercises to assess their functioning and mobility.,1,Multimodal_Perception,0.6465,0.0917,0.6465,0.0767,0.1851
4.A.2.a.1.I06.D02,9,Use standardized assessment tools to quantify the patient's level of functioning and identify areas for improvement.,1,LLM,0.4671,0.4671,0.294,0.0394,0.1995
4.A.2.a.1.I06.D02,10,"Document the evaluation findings, including objective data, subjective data, and recommendations.",17,LLM,0.8921,0.8921,0.0342,0.0061,0.0676
4.A.2.a.1.I06.D02,11,"Communicate the evaluation findings to the medical team, patient, and family, and answer any questions.",1,Human_Bound,0.7229,0.226,0.0406,0.0105,0.7229
4.A.2.a.1.I06.D02,12,"Develop a plan with the patient and their family to implement recommended changes and improve daily living skills, if applicable.",1,Human_Bound,0.5503,0.382,0.0256,0.0421,0.5503
4.A.3.a.2.I46.D02,1,Inspect the designated area for obstacles and ensure a level surface for equipment setup.,-1,Multimodal_Perception,0.5345,0.0717,0.5345,0.3681,0.0257
4.A.3.a.2.I46.D02,2,"Retrieve and lay out all necessary rigging, packaging, or temporary structure components according to instructions.",-1,LLM,0.4721,0.4721,0.168,0.3259,0.0339
4.A.3.a.2.I46.D02,3,"Assemble and set up the equipment or structure, following manufacturer instructions.",-1,Embodied,0.6455,0.1451,0.1636,0.6455,0.0458
4.A.3.a.2.I46.D02,4,"Inspect and assess the weight, dimensions, and stability of the machinery or items to be handled.",-1,Multimodal_Perception,0.7184,0.1429,0.7184,0.1019,0.0368
4.A.3.a.2.I46.D02,5,"Select appropriate rigging, packaging, or handling equipment based on the assessment.",-1,LLM,0.3573,0.3573,0.2953,0.2696,0.0778
4.A.3.a.2.I46.D02,6,"Attach rigging or secure items using the selected equipment, ensuring all connections are secure.",26,Embodied,0.4503,0.1232,0.3637,0.4503,0.0628
4.A.3.a.2.I46.D02,7,Position the machinery or items in the correct location for lifting or movement.,-1,Embodied,0.7978,0.0293,0.1485,0.7978,0.0244
4.A.3.a.2.I46.D02,8,"Conduct a final inspection of the setup, including all connections, safety features, and equipment operation.",-1,Multimodal_Perception,0.6202,0.1915,0.6202,0.1095,0.0789
4.A.3.a.2.I46.D02,9,"Communicate with relevant personnel (e.g., crane operators) to coordinate the lifting or movement of machinery or items.",28,Embodied,0.502,0.1433,0.1731,0.502,0.1816
4.A.3.a.2.I46.D02,10,Verify that the machinery or items are safely placed in the new location and document the setup for future reference.,-1,Multimodal_Perception,0.4439,0.1892,0.4439,0.3199,0.047
4.A.4.b.6.I03.D04,1,"Research the target community's land management practices, environmental context, and conservation goals.",13,LLM,0.8244,0.8244,0.0404,0.0573,0.078
4.A.4.b.6.I03.D04,2,Travel to the community and establish rapport with key stakeholders.,-1,Human_Bound,0.5182,0.2823,0.0445,0.1551,0.5182
4.A.4.b.6.I03.D04,3,Present an overview of relevant environmental challenges and potential conservation benefits.,13,LLM,0.6887,0.6887,0.0574,0.029,0.2249
4.A.4.b.6.I03.D04,4,"Facilitate a discussion to understand the community's current practices, challenges, and aspirations.",22,Human_Bound,0.5451,0.3879,0.037,0.03,0.5451
4.A.4.b.6.I03.D04,5,"Collaboratively develop a customized land management plan, incorporating best practices and addressing community needs.",13,LLM,0.7417,0.7417,0.0187,0.0965,0.1431
4.A.4.b.6.I03.D04,6,"Provide clear explanations, visual aids, and resources to support the implementation of the plan.",29,LLM,0.7056,0.7056,0.0486,0.0765,0.1694
4.A.4.b.6.I03.D04,7,Document the agreed-upon plan and establish a system for ongoing monitoring and evaluation.,-1,LLM,0.8302,0.8302,0.0615,0.0271,0.0812
4.A.4.b.4.I12.D31,1,Receive material handling task details from the inventory system or supervisor.,-1,LLM,0.4565,0.4565,0.1685,0.2283,0.1466
4.A.4.b.4.I12.D31,2,"Proceed to the material pick-up location (e.g., loading dock, storage area).",28,Embodied,0.821,0.0509,0.1088,0.821,0.0193
4.A.4.b.4.I12.D31,3,Inspect and confirm the material matches the task details.,-1,Multimodal_Perception,0.6347,0.2254,0.6347,0.0847,0.0551
4.A.4.b.4.I12.D31,4,"Lift and secure the material using appropriate equipment (e.g., forklift, pallet jack, robotic arm).",28,Embodied,0.8386,0.0317,0.111,0.8386,0.0188
4.A.4.b.4.I12.D31,5,"Plan and navigate to the destination, avoiding obstacles and other workers.",-1,Embodied,0.7773,0.0698,0.1067,0.7773,0.0462
4.A.4.b.4.I12.D31,6,Position and secure the material at the designated location.,28,Embodied,0.7384,0.1003,0.1083,0.7384,0.0531
4.A.4.b.4.I12.D31,7,Verify that the material is correctly positioned and secure.,-1,Multimodal_Perception,0.6585,0.0805,0.6585,0.2108,0.0503
4.A.4.b.4.I12.D31,8,Update the inventory system or communicate task completion to the supervisor.,28,LLM,0.3941,0.3941,0.1988,0.1125,0.2947
4.A.3.a.1.I05.D09,1,"Inspect the site to identify types and locations of debris and damaged materials, noting potential hazards.",19,Multimodal_Perception,0.733,0.1839,0.733,0.0605,0.0226
4.A.3.a.1.I05.D09,2,Don appropriate personal protective equipment (PPE) based on the identified materials.,5,Embodied,0.4178,0.1854,0.2647,0.4178,0.1321
4.A.3.a.1.I05.D09,3,Locate the nearest designated disposal area for debris.,8,Embodied,0.6066,0.1713,0.1746,0.6066,0.0476
4.A.3.a.1.I05.D09,4,"Approach the first debris pile, ensuring stable footing.",-1,Embodied,0.7412,0.0505,0.1683,0.7412,0.0399
4.A.3.a.1.I05.D09,5,"Use appropriate tools (e.g., shovel, broom, hands) to gather and move debris into the designated collection area.",8,Embodied,0.8296,0.0956,0.0542,0.8296,0.0205
4.A.3.a.1.I05.D09,6,Inspect the cleared area for any remaining debris or hidden hazards.,-1,Multimodal_Perception,0.8333,0.0437,0.8333,0.1029,0.0201
4.A.3.a.1.I05.D09,7,Repeat steps 4-6 for all debris piles.,9,Embodied,0.3867,0.3461,0.2413,0.3867,0.026
4.A.3.a.1.I05.D09,8,Perform a final inspection of the entire site to confirm all debris and damaged materials have been removed.,-1,Multimodal_Perception,0.5515,0.197,0.5515,0.1794,0.072
4.A.3.a.1.I05.D09,9,Communicate any remaining hazards or concerns to the site supervisor.,19,Human_Bound,0.4121,0.2923,0.2336,0.062,0.4121
4.A.3.a.1.I05.D09,10,Remove and store PPE.,5,Embodied,0.5505,0.1114,0.2266,0.5505,0.1115
4.A.4.a.3.I02.D07,1,Assess the news event or gather information from reliable sources.,-1,LLM,0.4309,0.4309,0.2052,0.0403,0.3236
4.A.4.a.3.I02.D07,2,"Contact relevant authorities, affected parties, or news sources for official confirmation and additional details.",12,Human_Bound,0.5952,0.3197,0.0527,0.0324,0.5952
4.A.4.a.3.I02.D07,3,"Set up broadcasting equipment and establish a live connection with the news station, if applicable.",-1,Embodied,0.3987,0.1293,0.207,0.3987,0.265
4.A.4.a.3.I02.D07,4,"Prepare a concise and engaging script based on gathered information, ensuring accuracy and clarity.",-1,LLM,0.734,0.734,0.053,0.0638,0.1492
4.A.4.a.3.I02.D07,5,"Review the script with the news director or editor, making necessary revisions.",15,LLM,0.4351,0.4351,0.1253,0.0725,0.3671
4.A.4.a.3.I02.D07,6,"Move to the designated broadcast location, if applicable.",-1,Embodied,0.6121,0.0772,0.0894,0.6121,0.2212
4.A.4.a.3.I02.D07,7,Wait for the cue from the producer or news director to start the broadcast.,-1,Human_Bound,0.5262,0.1416,0.18,0.1522,0.5262
4.A.4.a.3.I02.D07,8,"Deliver the news report, maintaining a professional demeanor and engaging the audience.",-1,Human_Bound,0.4958,0.2119,0.0748,0.2175,0.4958
4.A.4.a.3.I02.D07,9,"Monitor the broadcast for any technical issues or audience feedback, and address them as needed.",-1,Multimodal_Perception,0.5389,0.2309,0.5389,0.0349,0.1953
4.A.4.a.3.I02.D07,10,"Answer any follow-up questions from the audience or news team after the broadcast, if applicable.",-1,Human_Bound,0.6201,0.2594,0.0676,0.0528,0.6201
4.A.1.a.1.I23.D06,1,"Greet the patient warmly, introduce yourself, and explain the purpose of the interview.",1,Human_Bound,0.8487,0.0811,0.0375,0.0327,0.8487
4.A.1.a.1.I23.D06,2,"Ask the patient to confirm their full name, date of birth, and any known allergies.",1,Human_Bound,0.8127,0.1119,0.0542,0.0213,0.8127
4.A.1.a.1.I23.D06,3,"Guide the patient through a series of questions about their medical history, including previous surgeries, chronic conditions, and current medications.",1,Human_Bound,0.6141,0.2681,0.0942,0.0236,0.6141
4.A.1.a.1.I23.D06,4,"Ask the patient about any recent illnesses, hospitalizations, or changes in their health status.",1,Human_Bound,0.7171,0.152,0.123,0.0078,0.7171
4.A.1.a.1.I23.D06,5,"Inquire about the patient's lifestyle, including diet, exercise, smoking, and alcohol consumption.",1,Human_Bound,0.7,0.1931,0.0816,0.0252,0.7
4.A.1.a.1.I23.D06,6,Record the patient's responses accurately and efficiently in the electronic health record system.,1,LLM,0.5078,0.5078,0.1814,0.0358,0.275
4.A.1.a.1.I23.D06,7,"Summarize the key points of the interview for the patient, ensuring they understand what information has been collected and why.",1,LLM,0.5689,0.5689,0.0322,0.0131,0.3858
4.A.1.a.1.I23.D06,8,"Review the documented information with the patient, answer any questions they may have, and provide them with a copy of the interview notes if desired.",1,Human_Bound,0.5667,0.3705,0.0491,0.0136,0.5667
4.A.1.a.2.I01.D02,1,Review previous day's equipment logs and patient records to identify potential issues.,-1,Multimodal_Perception,0.6399,0.2676,0.6399,0.0163,0.0761
4.A.1.a.2.I01.D02,2,Check the ward's master schedule to understand which devices need monitoring today.,-1,Multimodal_Perception,0.6754,0.2144,0.6754,0.0371,0.0731
4.A.1.a.2.I01.D02,3,"Navigate to the first device's location, pushing the monitoring cart along the way.",-1,Embodied,0.6211,0.0542,0.2954,0.6211,0.0293
4.A.1.a.2.I01.D02,4,Connect the monitoring equipment to the first device and observe its readings.,-1,Multimodal_Perception,0.8226,0.0627,0.8226,0.0688,0.0458
4.A.1.a.2.I01.D02,5,Compare real-time data against the device's pre-set parameters and patient profiles.,1,Multimodal_Perception,0.589,0.2165,0.589,0.0226,0.172
4.A.1.a.2.I01.D02,6,Flag any deviations from expected parameters or trigger alarms if necessary.,-1,Multimodal_Perception,0.6691,0.1986,0.6691,0.0358,0.0965
4.A.1.a.2.I01.D02,7,"Visually inspect the physical connections of the device (tubing, power cords, etc.).",34,Multimodal_Perception,0.8929,0.0386,0.8929,0.0495,0.019
4.A.1.a.2.I01.D02,8,"If any issues are detected, alert the human nursing staff and provide a concise report.",1,Multimodal_Perception,0.4174,0.2809,0.4174,0.0272,0.2745
4.A.1.a.2.I01.D02,9,Log all monitoring data and any reported issues for future reference.,25,LLM,0.4853,0.4853,0.4686,0.0141,0.032
4.A.1.a.2.I01.D02,10,"Repeat the process for all devices in the ward, ensuring all are functioning correctly by the end of the shift.",-1,Multimodal_Perception,0.4453,0.2305,0.4453,0.2344,0.0899
4.A.4.b.4.I01.D06,1,"Review project schedule, task assignments, and safety guidelines to understand the current status, identify potential bottlenecks, and refresh understanding of tasks and hazards.",-1,LLM,0.7868,0.7868,0.1449,0.0217,0.0466
4.A.4.b.4.I01.D06,2,"Hold a team meeting to discuss progress, address concerns, assign tasks, clarify expectations, and ensure everyone is aware of the day's objectives and safety protocols.",31,LLM,0.5004,0.5004,0.0814,0.1286,0.2896
4.A.4.b.4.I01.D06,3,"Navigate the workspace to observe team members' workflow, identify potential obstacles, and ensure the area is safe and prepared for the day's activities.",-1,Multimodal_Perception,0.5217,0.1928,0.5217,0.2217,0.0638
4.A.4.b.4.I01.D06,4,"Monitor team progress throughout the day, providing guidance, answering questions, and ensuring tasks are executed correctly and safely.",31,Multimodal_Perception,0.4067,0.2534,0.4067,0.1178,0.2221
4.A.4.b.4.I01.D06,5,"Address any issues or delays that arise, such as material shortages or equipment malfunctions, by coordinating with relevant teams or stakeholders.",-1,LLM,0.483,0.483,0.1516,0.0973,0.268
4.A.4.b.4.I01.D06,6,Inspect the team's work periodically to ensure it meets the required quality and safety standards.,-1,Multimodal_Perception,0.5733,0.3016,0.5733,0.0736,0.0515
4.A.4.b.4.I01.D06,7,Communicate with other supervisors or project managers to coordinate activities and ensure the project stays on schedule.,31,LLM,0.5352,0.5352,0.083,0.0741,0.3077
4.A.4.b.4.I01.D06,8,"Document the day's progress, including any issues encountered and solutions implemented, for future reference and reporting purposes.",-1,LLM,0.8391,0.8391,0.0789,0.0215,0.0605
4.A.4.b.4.I01.D06,9,Conduct a final walkthrough of the completed section to ensure it meets the required standards and is safe for the next phase of the project.,-1,LLM,0.369,0.369,0.2802,0.2581,0.0927
4.A.4.b.4.I01.D06,10,"Conduct an end-of-day meeting with the team to review the day's accomplishments, address any concerns, and plan for the next workday.",31,LLM,0.5527,0.5527,0.0752,0.0727,0.2995
4.A.2.a.1.I02.D01,1,"Review program documentation, including curriculum, participant demographics, and stated goals.",-1,LLM,0.8992,0.8992,0.036,0.0082,0.0565
4.A.2.a.1.I02.D01,2,"Collect relevant data from program records and surveys, including attendance rates, completion rates, job placement statistics, and participant feedback.",-1,LLM,0.8861,0.8861,0.0639,0.0162,0.0338
4.A.2.a.1.I02.D01,3,Clean and preprocess the collected data to ensure consistency and readiness for analysis.,16,LLM,0.6931,0.6931,0.1717,0.0778,0.0574
4.A.2.a.1.I02.D01,4,Analyze quantitative data using statistical methods to identify trends and patterns.,17,LLM,0.7878,0.7878,0.1471,0.0258,0.0392
4.A.2.a.1.I02.D01,5,Analyze qualitative data by identifying recurring themes and patterns in participant feedback.,17,LLM,0.8305,0.8305,0.061,0.0146,0.0939
4.A.2.a.1.I02.D01,6,Synthesize quantitative and qualitative findings into a comprehensive report outlining program effectiveness.,-1,LLM,0.9337,0.9337,0.018,0.0112,0.0372
4.A.2.a.1.I02.D01,7,"Present the report to stakeholders, highlighting key findings and recommendations for improvement.",29,LLM,0.8273,0.8273,0.0431,0.0138,0.1159
4.A.1.a.1.I21.D02,1,"Put on appropriate PPE and approach the debris site, being mindful of potential hazards and maintaining a safe distance.",8,Embodied,0.586,0.0616,0.2619,0.586,0.0904
4.A.1.a.1.I21.D02,2,Conduct a visual survey of the debris field to identify key areas of interest and potential evidence.,19,Multimodal_Perception,0.4383,0.4258,0.4383,0.0761,0.0598
4.A.1.a.1.I21.D02,3,"Use a camera to document the overall scene, key areas of interest, and any potential evidence, ensuring clear, well-lit photos that preserve the scene's context.",12,Multimodal_Perception,0.3084,0.267,0.3084,0.2489,0.1757
4.A.1.a.1.I21.D02,4,"Carefully approach and examine the identified debris, looking for signs of accelerants, burn patterns, melted materials, or other indicators of the fire's cause.",2,Multimodal_Perception,0.7448,0.1116,0.7448,0.089,0.0547
4.A.1.a.1.I21.D02,5,"Collect relevant debris using appropriate tools and containers, ensuring its integrity is preserved and cross-contamination is prevented.",8,Embodied,0.5024,0.2047,0.2382,0.5024,0.0547
4.A.1.a.1.I21.D02,6,"Package the collected debris securely, labeling it with relevant information such as location, date, and case number.",8,Embodied,0.4119,0.3832,0.1142,0.4119,0.0907
4.A.1.a.1.I21.D02,7,Consult scene notes or communicate with other investigators to confirm if all relevant debris has been collected.,12,LLM,0.4319,0.4319,0.3253,0.0506,0.1922
4.A.1.a.1.I21.D02,8,Retrace steps and double-check the scene to ensure no potential evidence was overlooked or disturbed.,12,Multimodal_Perception,0.6739,0.1316,0.6739,0.1052,0.0893
4.A.1.a.1.I21.D02,9,"Upon completing the examination, safely remove PPE and dispose of it according to protocol.",5,Embodied,0.3947,0.179,0.2159,0.3947,0.2104
4.A.1.a.1.I21.D02,10,"Review collected evidence, photos, and notes, ensuring they accurately represent the scene and the debris collected.",12,LLM,0.6683,0.6683,0.2197,0.0547,0.0572
4.A.1.a.1.I21.D02,11,"Prepare a preliminary report detailing the examination process, the debris collected, and the initial findings regarding the fire's cause.",2,LLM,0.6687,0.6687,0.1319,0.0701,0.1293
4.A.4.a.5.I07.D01,1,"Approach the scene cautiously, assessing for hazards and ensuring personal safety.",2,Multimodal_Perception,0.5221,0.1019,0.5221,0.2162,0.1598
4.A.4.a.5.I07.D01,2,"Check for responsiveness and assess the patient's condition (ABCs: Airway, Breathing, Circulation).",1,Multimodal_Perception,0.417,0.1698,0.417,0.0334,0.3798
4.A.4.a.5.I07.D01,3,"Call for emergency medical services (EMS) and provide clear, concise information about the situation.",2,Human_Bound,0.4818,0.2337,0.1698,0.1146,0.4818
4.A.4.a.5.I07.D01,4,Control any severe bleeding using direct pressure or appropriate first aid techniques.,2,Human_Bound,0.3773,0.1074,0.1429,0.3724,0.3773
4.A.4.a.5.I07.D01,5,Immobilize any suspected fractures or injuries to prevent further harm.,2,Human_Bound,0.373,0.0669,0.3102,0.25,0.373
